core_id,system_alias,reference_key,core_type,public_artifact_status,public_artifact_public_reference,target_version_status,target_version_evidence_public,environment_status,environment_evidence_public,replay_material_status,replay_material_evidence_public,structured_trace_status,structured_trace_evidence_public,author_reported_external_trace_status,author_reported_external_trace_evidence_public,publicly_traceable_external_material_status,publicly_traceable_external_material_evidence_public,claim_level_alignment_status,claim_level_alignment_evidence_public,zotero_pdf_review_status,zotero_pdf_review_note_private,public_source_review_status,review_status,manual_review_required,public_notes
C11,MALF,malf2025,vulnerability-mining core,reported_partial,V4 PDF 1084 + artifact core_coding.csv,not_found_after_review,V4 PDF 1084 + artifact core_coding.csv,reported_partial,V4 PDF 1084 + artifact core_coding.csv,not_found_after_review,V4 PDF 1084 + artifact core_coding.csv,not_found_after_review,V4 PDF 1084 + artifact core_coding.csv,reported_partial,V4 PDF 1084 + artifact core_coding.csv,reported_partial,V4 PDF 1084 + artifact core_coding.csv,not_found_after_review,V4 PDF 1084 + artifact core_coding.csv,matched_pdf_read,V4 PDF 1084 + artifact core_coding.csv,partial_from_existing_artifact_matrix,pdf_reviewed,no,Conservative audit generated from current Core synthesis matrix; private Zotero paths are not included.
C12,NeTestLLM,netestllm2025,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: anual interpretation of specifications, test case design, and translation into executable artifacts, typically demanding one person-day of effort per test case. Existing model-based approaches provide partial automatio",reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: ls. In this paper, we propose a first-of-its-kind system called NeTestLLM that takes advantage of multi-agent Large Language Models (LLMs) for end-to-end automated network protocol testing. NeTestLLM employs hiera",reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: edback analysis for debugging and refinement. NeTestLLM has been deployed in a production environment for several months, receiving positive feedback from domain experts. In experiments, NeTestLLM generated 4,632 test cas",reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: s are labor-intensive and error-prone, requiring manual interpretation of specifications, test case design, and translation into executable artifacts, typically demanding one person-day of effort per test case. Existing",reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: 2, Congcong Miao3, Xiaohui Xie1,∗ Yong Cui1∗ 1Tsinghua University 2Beijing Xinertel Technology Co., Ltd. 3Tencent Abstract Network protocol testing is fundamental for modern network infrastructure. However, tradit",reported_partial,Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: t evaluation and experiments on real-world datasets. This work does not raise any ethical issues. Test Case Design Test Artifacts Generation Tester Test Report DUT config script Figure 1: Network protocol testing wo,reported_partial,"Zotero indexed PDF full text (NeTestLLM: automated network protocol testing with LLM agents); keyword-context: del.cn/ console/modelcenter/modeldetails/10236, 2025. [11] bytedance. Trae agent. https://github.com/ bytedance/trae-agent. [12] Huangxun Chen, Yukai Miao, Li Chen, Haifeng Sun, Hong Xu, Libin Liu, Gong Zhang, and Wei Wa",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item 9L3NBLWS; attachment RUH7YNHF; indexedPages=16; totalPages=16; query=NeTestLLM,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C13,PBFuzz,zeng2025pbfuzz,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: ess, CGF blindly expands code coverage and lacks prioritization. Only a small fraction of source code contains vulnerabilities (e.g., merely 3% of Mozilla Firefox files [66]). Blindly maximizing coverage wastes resources",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: ike PoV generation risk memory drift, where agents lose track of validated reasoning and stagnate [62]. • Challenge 3: Fine-Grained Execution Feedback. Traditional fuzzing provides only coarse-grained coverage fee",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: nding when plans fail. We automate this process with PBFuzz, an agentic directed fuzzing framework. PBFuzz addresses four critical challenges in agentic PoV generation. First, autonomous code reasoning enables dyn",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: PBFuzz: Agentic Directed Fuzzing for PoV Generation Haochen Zeng hzeng013@ucr.edu Department of Computer Science and Engineering University of California, River",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: es. Median time-to-exposure: 339 seconds for PBFuzz versus 8680 seconds for AFL++ with CmpLog, representing a 25.6× efficiency gain with API cost of $1.83 per vulnerability. 1 Introduction Generating a proof-of-vu",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: xperimental results (Figure 5) on the Magma benchmark show that AFLGo can trigger only 41 CVEs, while AFL++ with Cmplog triggered 49. These results suggest that, despite their goal-oriented design, DGFs are neithe",reported_partial,"Zotero indexed PDF full text (PBFuzz: agentic directed fuzzing for PoV generation); keyword-context: t(buf,size,content->c2,0); 29 break; 30 } 31 if (englob) strcat(buf, "")""); 32 } Figure 1: CVE-2017-9047 buffer overflow in libxml2’s xmlSnprintfElementContent() function. The bounds check uses the stale buffer leng",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item B5DLCCKH; attachment H92Q9JTR; indexedPages=25; totalPages=25; query=PBFuzz,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C14,Co-RedTeam,he2025coredteam,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: granted access to sandboxed interfaces such as run-bash and run-python within an isolated Docker environment, ensuring that exploitation attempts are both realistic and contained. Agent instances and their tool handl",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: Re d Te am decomposes vulnerability analysis into coordinated discovery and exploitation stages, enabling agents to plan, execute, validate, and refine actions based on real execution feedback while learning from",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: ng, and a lack of experience reuse. We propose Co-RedTeam , a security-aware multi-agent framework designed to mirror real-world red-teaming workflows by integrating security domain knowledge, code-aware analysis,",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: Co-RedTeam: Orchestrated Security Discovery and Exploitation with LLM Agents Pengfei He1 3*, Ash Fox2, Lesly Miculicich1, Stefan Friedli2, Daniel Fabian2, Burak Gokturk1, Jili",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: ty knowledge from vulnerability documentation, scans the codebase to understand the technology stack and attack surface, and consults long-term memory for previously successful strategies or technical patterns. Th",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: g the decision. Vulnerabilities lacking convincing evidence or presenting only low-impact issues are rejected, while plausible but under-supported hypotheses are flagged for refinement. In response to critique feedb",reported_partial,"Zotero indexed PDF full text (Co-RedTeam: orchestrated security discovery and exploitation with LLM agents); keyword-context: s including CWE (MITRE Corporation, 2025), the OWASP Top 10 (OWASP Foundation, 2021), and OSS-Fuzz (Google, 2016). Recent advances in code-capable large language models (LLMs) (Achiam et al., 2023; Comanici et al., 202",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item 8B24NE5B; attachment L6NC9DJK; indexedPages=34; totalPages=34; query=Co-RedTeam,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C15,Real-world Pentest Agent Study,deng2025excaliburPentest,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: propose evaluation methodologies that separately assess Type A and Type B performance. • Open-source artifacts. We release PENTESTGPT V2’s implementation, tool interfaces, and evaluation scripts to support reproducibilit",reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: s lack real-time task difficulty estimation. As a result, agents misallocate effort, over-commit to low-value branches, and exhaust context before completing attack chains. Based on this insight, we present PENTESTGP",reported_partial,Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: exploration-exploitation decisions within an Evidence-Guided Attack Tree Search (EGATS) framework. PENTESTGPT V2 achieves up to 91% task completion on CTF benchmarks with frontier models (39 to 49% relative impro,reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: ence, context load, and historical success) and uses these estimates to guide exploration-exploitation decisions within an Evidence-Guided Attack Tree Search (EGATS) framework. PENTESTGPT V2 achieves up to 91% task co",reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: ang Li2, Ruozhao Yang3, Xiaofei Xie3, Jie Zhang4, Han Qiu5, Tianwei Zhang1 1Nanyang Technological University, 2University of New South Wales, 3Singapore Management University, 4CFAR, A*STAR, Singapore, 5Tsinghua U",reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: attack vector but fails at execution: the agent articulates the correct approach but then issues malformed commands or uses incorrect tool syntax. For instance, an agent may correctly identify a SQL injection vulner",reported_partial,"Zotero indexed PDF full text (What makes a good LLM agent for real-world penetration testing?); keyword-context: ering and Methodology, 2025. doi:10.1145/3766895. [13] Sean Heelan. How I used o3 to find CVE-2025-37899, a remote zeroday vulnerability in the Linux kernel’s SMB implementation. https://sean.heelan.io/ 2025/05/22/",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item 3HVENYTA; attachment NZTLUDGZ; indexedPages=21; totalPages=21; query=What Makes a Good LLM Agent for Real-world Penetration Testing,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C16,LLMVD.js,ni2026llmvdjs,vulnerability-mining core,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,reported_partial,V4 PDF 1116 + artifact core_coding.csv,reported_partial,V4 PDF 1116 + artifact core_coding.csv,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,not_found_after_review,V4 PDF 1116 + artifact core_coding.csv,matched_pdf_read,V4 PDF 1116 + artifact core_coding.csv,partial_from_existing_artifact_matrix,pdf_reviewed,no,Conservative audit generated from current Core synthesis matrix; private Zotero paths are not included.
C17,Multi-Agent Harnesses,liu2025agentflowHarnesses,vulnerability-mining core,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,reported_partial,V4 PDF 1121 + artifact core_coding.csv,reported_partial,V4 PDF 1121 + artifact core_coding.csv,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,not_found_after_review,V4 PDF 1121 + artifact core_coding.csv,matched_pdf_read,V4 PDF 1121 + artifact core_coding.csv,partial_from_existing_artifact_matrix,pdf_reviewed,no,Conservative audit generated from current Core synthesis matrix; private Zotero paths are not included.
C18,PentestAgent,shen2025pentestagent,vulnerability-mining core,reported_partial,Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: a comprehensive penetration testing benchmark based on VulHub’s collection of vulnerable Docker environments and Capture The Flag (CTF) challenges on HackTheBox. This benchmark spans various difficulty levels and en,reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: PentestAgent: Incorporating LLM Agents to Automated Penetration Testing Xiangmin Shen∗ Northwestern University Evanston, IL, USA",reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: ess these gaps, we propose PentestAgent, a novel LLM-based automated penetration testing framework that leverages the power of LLMs and various LLM-based techniques like retrieval augmented generation to enhance p",reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: process involves gathering information about the target system, identifying entry points, exploiting the system, and reporting findings. Despite its effectiveness, manual penetration testing is time-consuming and expe",reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: 821.3733882 CCS Concepts • Security and privacy → Penetration testing; • Computing methodologies → Multi-agent systems. Keywords Penetration Testing, Large Language Model, Agent ACM Reference Format: Xiangmin Shen",reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: wever, it requires the user to manually search for additional information, such as actual CVE numbers, analyze related information about the CVE like the vulnerability type and relevant exploits, manually set up t",reported_partial,"Zotero indexed PDF full text (PentestAgent: incorporating LLM agents to automated penetration testing); keyword-context: e social engineering, red teaming, and, in particular, web penetration testing. 1 https://github.com/nbshenxm/pentest- agent 376 PentestAgent: Incorporating LLM Agents to Automated Penetration Testing ASIA CCS ’25, Au",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item MEICZK3B; attachment ST3MIL68; indexedPages=17; totalPages=17; query=PentestAgent,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C19,LIVA,yang2025liva,vulnerability-mining core,reported_partial,V4 PDF 1131 + artifact core_coding.csv,not_found_after_review,V4 PDF 1131 + artifact core_coding.csv,reported_partial,V4 PDF 1131 + artifact core_coding.csv,not_found_after_review,V4 PDF 1131 + artifact core_coding.csv,not_found_after_review,V4 PDF 1131 + artifact core_coding.csv,reported_partial,V4 PDF 1131 + artifact core_coding.csv,reported_partial,V4 PDF 1131 + artifact core_coding.csv,not_found_after_review,V4 PDF 1131 + artifact core_coding.csv,matched_pdf_read,V4 PDF 1131 + artifact core_coding.csv,partial_from_existing_artifact_matrix,pdf_reviewed,no,Conservative audit generated from current Core synthesis matrix; private Zotero paths are not included.
C20,FirmAgent,firmagent2026,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: lity detection tools, Table I compares existing approaches across three critical 1https://github.com/vul337/FirmAgent.git 2 TABLE I: Comparison of SOTA Tools Based on Source Identification Method, Taint Propagatio",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: n, thereby reducing false negatives and false positives. III. CHALLENGES Despite the advantages of combining fuzzing and static analysis for IoT vulnerability detection, significant challenges persist when applyin",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: y input-related code points in firmware, while static analysis can thoroughly analyze program paths starting from those code points. FirmAgent utilizes fuzzing to collect runtime input points (i.e., taint sources)",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: s (including large language models, LLMs) suffer from high false positives and provide no PoC (proof-of-concept) samples, while dynamic analysis solutions (e.g., fuzzing) often have high false negatives. To addres",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: ua University, ‡JCSS, Tsinghua University (INSC) - Science City (Guangzhou) Digital Technology Group Co., Ltd. §Laboratory for Advanced Computing and Intelligence Engineering Abstract—The rapid proliferation of Io",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: ware. It identifies 182 vulnerabilities with a precision of 91%, including 140 previously unknown vulnerabilities, 17 of which have been assigned CVE numbers. Our results demonstrate that FirmAgent substantially outperforms SOTA t",reported_partial,"Zotero indexed PDF full text (FirmAgent: leveraging fuzzing to assist LLM agents with IoT firmware vulnerability discovery); keyword-context: lity detection tools, Table I compares existing approaches across three critical 1https://github.com/vul337/FirmAgent.git 2 TABLE I: Comparison of SOTA Tools Based on Source Identification Method, Taint Propagation Me",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item DU6SEM7G; attachment TQ49ABGJ; indexedPages=16; totalPages=16; query=FirmAgent Leveraging Fuzzing Assist LLM Agents IoT Firmware,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C21,PANGOLIN,jia2026pangolin,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: ain script-based programs (e.g., programs implemented with Lua, Python and etc.) 1https://github.com/vul337/PANGOLIN.git emhistor .data:FAE20 off_FAE20 DCQ aSetAc .data:FAE60 DCQ aCrUser ; ""cr_user"" .data:FAE68 DC",reported_partial,Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: ] is a SOTA solution for IoT Devices Black-box Fuzzing and has demonstrated absolute advantages when compared with static-analysis-based SATC [6] and semi-white-box FIRM-AFL [36]. The mutation of test cases is gui,reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: ain hidden and are not exposed to the frontend in multilingual IoT. Additionally, their parameters often exhibit complex hierarchical structures. Effectively extracting interface specifications from multilingual d",reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: o explore more code paths effectively, which typically rely on network traffic as initial seeds and leverage logs, code snippets, or response strings as feedback. However, for multilingual IoT firmware, these solut",reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: ce Engineering 5JCSS, Tsinghua University (INSC) - Science City (Guangzhou) Digital Technology Group Co., Ltd. Abstract Multilingual IoT typically refers to the use of multiple languages to implement its web servi",reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: e paths and discover more vulnerabilities. PANGOLIN successfully discovered 68 previously unknown vulnerabilities, i.e., 2.96X more than SOTA tool LABRADOR. Notably, 45 of these vulnerabilities were found in hidden interfaces, whe",reported_partial,"Zotero indexed PDF full text (PANGOLIN: fuzzing multilingual IoT firmware with LLM-driven code analysis | USENIX); keyword-context: ain script-based programs (e.g., programs implemented with Lua, Python and etc.) 1https://github.com/vul337/PANGOLIN.git emhistor .data:FAE20 off_FAE20 DCQ aSetAc .data:FAE60 DCQ aCrUser ; ""cr_user"" .data:FAE68 DCQ su",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item EJ3JF5J6; attachment 4V7HLFVL; indexedPages=20; totalPages=20; query=PANGOLIN,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C22,TransferFuzz-Pro,li2025transferfuzzpro,vulnerability-mining core,reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: ver, its effectiveness is constrained by the need for manual intervention and reliance on source code instrumentation. To overcome these limitations, we propose TransferFuzz-Pro, a novel framework that integrates Large La",reported_partial,Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: ised 15 May 2025; accepted 22 June 2025. Date of publication 3 July 2025; date of current version 15 August 2025. This work was supported in part by the National Key Research and Development Program and Development Pr,reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: be triggered in new software contexts. In previous work, we introduced the TransferFuzz framework to address this gap by using historical trace-based fuzzing. However, its effectiveness is constrained by the need",reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: g technology. By leveraging LLM for automated, human-like debugging and Proof-of-Concept (PoC) generation, combined with binary-level instrumentation, TransferFuzz-Pro extends verification capabilities to a wider",reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: 51, NO. 8, AUGUST 2025 TransferFuzz-Pro: Large Language Model Driven Code Debugging Technology for Verifying Propagated Vulnerability Siyuan Li , Kaiyu Xie , Yuekang Li , Hong Li , Yimo Ren , Limin Sun , and Hongs",reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: itates the spread of vulnerabilities, leading to imprecise scopes of affected software in CVE reports. Traditional methods focus primarily on detecting reused vulnerability code in target software but lack the abi",reported_partial,"Zotero indexed PDF full text (TransferFuzz-pro: LLM-driven code debugging for verifying propagated vulnerability); keyword-context: onventional methods. Notably, it expands the number of affected software instances for 15 CVE-listed vulnerabilities from 15 to 53 and successfully generates PoCs for various Linux distributions. These results demo",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item 4RARPUDD; attachment Z32XN4DU; indexedPages=16; totalPages=16; query=TransferFuzz-Pro,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C23,Cybench,cybench2025,vulnerability-mining core,reported_partial,Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: e Author Contributions for detailed author contributions. 1All code and data are publicly available at https://cybench.github.io. 1 Published as a conference paper at ICLR 2025 Figure 1: Overview of Cybench. (1) A promp,reported_partial,Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: ctures and expanding the diversity of tasks we include. 5The authors do not specify which version of Claude 3 they use. 10 Published as a conference paper at ICLR 2025 8 ETHICS STATEMENT There is a long history of,reported_partial,"Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: Published as a conference paper at ICLR 2025 CYBENCH: A FRAMEWORK FOR EVALUATING CYBER SECURITY CAPABILITIES AND RISKS OF LANGUAGE MODELS Andy K. Zhang, Neil Perry, Riya Dulepet, J",reported_partial,"Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: cybersecurity that are capable of autonomously identifying vulnerabilities and executing exploits have potential to cause realworld impact. Policymakers, model providers, and researchers in the AI and cybersecurity c",reported_partial,"Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: orts in developing benchmarks to quantify these risks. In particular, as a dual-use technology, LM agents in cybersecurity have vast implications in both offense and defense (The White House, 2023; Fang et al., 20",reported_partial,"Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: hose that involve identifying and exploiting actual common vulnerabilities and exposures (CVEs). We leverage first solve time (FST), the time it takes the first human team to solve a given challenge in a competiti",reported_partial,"Zotero indexed PDF full text (Cybench: a framework for evaluating cybersecurity capabilities and risks of language models); keyword-context: ton Law Review, Forthcoming, 2023. Hack The Box. Cyber apocalypse 2024, 2024. URL https://github.com/hackthebox/ cyber-apocalypse-2024. Accessed: 2024-05-20. Andreas Happe and Ju ̈rgen Cito. Getting pwn’d by ai: Penetrat",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item CZFAWUXC; attachment XVLDYRYR; indexedPages=100; totalPages=150; query=Cybench,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
C24,BountyBench,bountybench2025,vulnerability-mining core,reported_partial,Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: t contributor. Correspondence to andyzh@stanford.edu All code and experiment run logs are available at bountybench.github.io 39th Conference on Neural Information Processing Systems (NeurIPS 2025) Track on Datasets and Ben,reported_partial,"Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: ly, so we want to capture capabilities throughout this evolution, rather than at a static snapshot. Accordingly, we introduce the first framework to capture offensive and defensive cyber-capabilities in evolving real-w",reported_partial,Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: anxiu Chen1 Ryan Li1 Weiran Xu1 Jonathan Z. Ye1 Prerit Choudhary1 Siddharth M. Bhatia1 Vikram Sivashankar1 Yuxuan Bao1 Dawn Song2 Dan Boneh1 Daniel E. Ho1 Percy Liang1 1Stanford University 2UC Berkeley Abstract AI,reported_partial,"Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: nerability lifecycle, we define three task types: Detect (detecting a new vulnerability), Exploit (exploiting a specific vulnerability), and Patch (patching a specific vulnerability). For Detect, we construct a new su",reported_partial,Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: ignificant contributor. Correspondence to andyzh@stanford.edu All code and experiment run logs are available at bountybench.github.io 39th Conference on Neural Information Processing Systems (NeurIPS 2025) Track o,reported_partial,"Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: a new strategy based on information to guide detection, interpolating from identifying a zero day to exploiting a specific vulnerability. We evaluate 10 agents: Claude Code, OpenAI Codex CLI with o3-high and o4-mini,",reported_partial,"Zotero indexed PDF full text (BountyBench: dollar impact of AI agent attackers and defenders on real-world cybersecurity systems); keyword-context: es are leveraged for the automated evaluation of agent performance and validate that each bug bounty is exploitable and patchable. We evaluate 10 agents on BountyBench. Given up to three attempts, the top-performing agen",reported_partial,Zotero indexed PDF contains version/environment/replay/external-material cues; still treated as partial source-limited alignment.,zotero_indexed_fulltext_reviewed,Zotero item XIQWB8CK; attachment SVGDXGKZ; indexedPages=100; totalPages=120; query=BountyBench,zotero_indexed_fulltext_reviewed,completed_from_zotero_indexed_fulltext,no,Conservative Zotero indexed-fulltext audit; local PDF paths are excluded from public artifact.
